Date,Close,Open,Volume
2018-01-02,23.603912353515625,22.879725676696513,14156500
2018-01-03,23.462472915649414,23.666150376979555,12744200
2018-01-04,23.558652877807617,23.65483486099395,18433000
2018-01-05,23.926403045654297,23.519048138419453,15251300
2018-01-08,24.45822525024414,23.988637495067508,14542800
2018-01-09,24.36769676208496,24.656240469810438,15986200
2018-01-10,24.028244018554688,24.181002123047143,12149500
2018-01-11,24.497827529907227,24.101788309042377,10236300
2018-01-12,24.639270782470703,24.299809815032656,15014300
2018-01-15,24.594011306762695,24.610983708338452,7253400
2018-01-16,23.932058334350586,24.31678191034027,20121900
2018-01-17,24.4129638671875,23.988636584385212,16490700
2018-01-18,24.24888801574707,24.610980253468206,10772100
2018-01-19,24.26020622253418,24.441252360458744,11173100
2018-01-22,24.130083084106445,24.384677770160316,11580900
2018-01-23,23.156957626342773,23.756674379388123,22075600
2018-01-24,23.637859344482422,23.315370761277165,22096600
2018-01-25,23.637859344482422,23.637859344482422,0
2018-01-26,23.439838409423828,23.67746064306649,19259500
2018-01-29,23.70009422302246,23.253135607432252,16752900
2018-01-30,23.462472915649414,23.592599703001365,13180300
2018-01-31,23.451162338256836,23.620892873363374,22859700
2018-02-01,23.643512725830078,23.536015117720233,21949700
2018-02-02,23.083406448364258,23.564312053308768,17892300
2018-02-05,22.828807830810547,22.970250263859537,22452800
2018-02-06,24.028244018554688,22.636448674814684,26037000
2018-02-07,23.59825325012207,24.005608117527824,20560700
2018-02-08,23.530364990234375,23.586941104346014,18928800
2018-02-09,23.762327194213867,23.42286624044971,22760500
2018-02-14,25.182411193847656,24.554408570030507,25905800
2018-02-15,25.99712371826172,25.46529870500914,31043100
2018-02-16,26.042375564575195,25.923564459402765,21107300
2018-02-19,26.280006408691406,26.08198569303747,12756100
2018-02-20,25.748180389404297,26.053696572578115,18417600
2018-02-21,25.346477508544922,25.74817340435169,24312600
2018-02-22,25.83870506286621,25.58976713426059,14081800
2018-02-23,26.07067108154297,26.02540846564736,17489800
2018-02-26,26.817485809326172,26.444077877419918,20374600
2018-02-27,26.777881622314453,26.857089037023286,15063400
2018-02-28,25.487930297851562,26.58552514450246,39459100
2018-03-01,25.148466110229492,25.578450175580613,25776000
2018-03-02,24.752426147460938,24.780714202838553,25236200
2018-03-05,24.72414207458496,24.599672020985803,16100600
2018-03-06,24.60532569885254,25.1767521577511,22342000
2018-03-07,24.518644332885742,24.324097235772914,19334700
2018-03-08,23.723297119140625,24.421378452559996,19983100
2018-03-09,24.089494705200195,23.44291361637104,21077800
2018-03-12,24.29548454284668,24.19821209878218,11838200
2018-03-13,24.106666564941406,24.45570717603422,13838900
2018-03-14,24.375598907470703,24.518648201957642,17936000
2018-03-15,24.261157989501953,24.432816683490763,16039100
2018-03-16,24.203937530517578,24.261158551678914,26802000
2018-03-19,23.51729965209961,23.757623566223792,21861500
2018-03-20,23.80339813232422,23.517299586585906,9322500
2018-03-21,24.318376541137695,23.8892287198235,19798000
2018-03-22,23.992225646972656,23.997946657813813,15229500
2018-03-23,23.80339813232422,23.597409012909925,14983200
2018-03-26,24.032278060913086,24.032278060913086,9850900
2018-03-27,23.379974365234375,24.255435248848222,11659800
2018-03-28,23.769067764282227,23.236924293234214,19038400
2018-03-29,24.15243911743164,23.957892015716176,20347700
2018-04-02,24.604475021362305,24.21538082314797,18944000
2018-04-03,24.530092239379883,24.833358225890493,13693900
2018-04-04,24.34698486328125,23.917837061286544,12440000
2018-04-05,24.747526168823242,24.781858782827516,14686600
2018-04-06,24.455705642700195,24.55297810447502,11282700
2018-04-09,24.575862884521484,24.644525916975578,11918100
2018-04-10,25.657312393188477,25.062227016558587,22479700
2018-04-11,25.542877197265625,25.497102566087733,17709600
2018-04-12,25.640153884887695,25.4169951732483,9812400
2018-04-13,25.737424850463867,25.66303861757931,15483300
2018-04-16,25.485658645629883,25.52571226688983,11434200
2018-04-17,26.2810115814209,25.519988431126684,13348000
2018-04-18,27.167919158935547,26.893264801616056,27655600
2018-04-19,27.368186950683594,27.339575350929817,16092700
2018-04-20,27.253742218017578,27.328126252328996,10188600
2018-04-23,27.179357528686523,27.019143067000094,11785300
2018-04-24,27.642841339111328,27.29380077588684,15113400
2018-04-25,27.43684959411621,27.322409745019907,15525500
2018-04-26,27.865997314453125,27.293800253305253,13273500
2018-04-27,27.665729522705078,27.980439680860272,14624200
2018-04-30,27.848834991455078,27.6142342409585,8464400
2018-05-02,27.871721267700195,27.751560396033092,16526500
2018-05-03,28.089153289794922,27.92893881417507,14025900
2018-05-04,28.438199996948242,27.99188471675443,14861100
2018-05-07,28.174989700317383,28.4496440808549,15433900
2018-05-08,28.14637565612793,28.1807082692542,22420400
2018-05-09,28.75290298461914,28.27797836520876,16776100
2018-05-10,29.410932540893555,28.844456437461954,14314200
2018-05-11,30.114728927612305,29.62263915499764,21432500
2018-05-14,31.053138732910156,30.3722249290504,15847800
2018-05-15,31.27056884765625,30.789923250764495,15954500
2018-05-16,31.98581314086914,31.659661025818494,20944200
2018-05-17,31.688278198242188,31.64250137935568,20241200
2018-05-18,31.3392333984375,31.2991797786533,22361100
2018-05-21,30.326444625854492,31.476559772949535,22608800
2018-05-22,29.948795318603516,30.252059073169765,20491700
2018-05-23,29.71991729736328,29.63981005069321,15703000
2018-05-24,30.017459869384766,29.365155513168645,14500200
2018-05-25,29.456701278686523,30.086119287927367,13141500
2018-05-28,29.22210693359375,29.124834470286125,13832600
2018-05-29,28.70140838623047,29.73708599293891,18697800
2018-05-30,28.9703426361084,28.730018695415588,25861400
2018-06-01,30.189115524291992,29.124830840342277,20424100
2018-06-04,30.051788330078125,30.42943828322813,13964100
2018-06-05,30.74415397644043,30.040351712534974,16988600
2018-06-06,32.083091735839844,31.184742449083284,26835500
2018-06-07,31.1103515625,32.30624342915511,32389900
2018-06-08,29.11910629272461,30.89291838229899,30421100
2018-06-11,29.096223831176758,29.39376660729122,14362000
2018-06-12,29.58258819580078,28.895951292883527,18403200
2018-06-13,29.496767044067383,29.742812029874667,15599000
2018-06-14,29.588308334350586,29.679859773192135,18827200
2018-06-15,28.11204719543457,29.41093501580804,36611400
2018-06-18,28.157819747924805,27.820223359855376,20490400
2018-06-19,27.637115478515625,27.293798141493927,26764800
2018-06-20,27.928937911987305,28.06626397729442,14448400
2018-06-21,27.013423919677734,27.75727969529719,13952800
2018-06-22,27.471176147460938,27.551285558463867,9632500
2018-06-25,26.98480796813965,27.293794843781562,13800400
2018-06-26,27.660009384155273,27.179363707077652,15460100
2018-06-27,27.551288604736328,27.74011249465391,14471100
2018-06-28,28.077709197998047,27.379628095305108,16298400
2018-06-29,28.37525749206543,28.438199529440016,12248000
2018-07-02,27.900327682495117,27.97471391146034,8222800
2018-07-03,27.442569732666016,28.209313859670843,11486600
2018-07-04,27.482622146606445,27.56272938009074,6147000
2018-07-05,28.438199996948242,27.780172373453176,12179600
2018-07-06,28.804401397705078,28.489693436944194,8582200
2018-07-10,28.34092140197754,29.010393137810336,10935700
2018-07-11,27.957555770874023,27.751564427940636,12912600
2018-07-12,28.867341995239258,28.237923922163787,20765500
2018-07-13,28.787235260009766,28.95317075073603,15555400
2018-07-16,28.609853744506836,28.78723562351588,12550000
2018-07-17,29.010395050048828,28.68424285919235,11553600
2018-07-18,29.43954086303711,29.267882171737618,9762900
2018-07-19,28.283706665039062,29.016118353926913,20977000
2018-07-20,27.877445220947266,28.37525611910451,16788900
2018-07-23,28.3809757232666,28.083435147519452,8554600
2018-07-24,29.35943031311035,29.70846866691861,20910300
2018-07-25,29.611196517944336,29.445258854174984,15263700
2018-07-26,30.2005672454834,30.02318751204698,54299500
2018-07-27,30.583932876586914,30.601098089670153,21543400
2018-07-30,31.087472915649414,30.72698809176215,15527200
2018-07-31,31.379291534423828,31.01308571068654,15921000
2018-08-01,30.360780715942383,30.55532782881344,36906000
2018-08-02,30.23488998413086,29.805742228214598,19796400
2018-08-03,30.935644149780273,30.794359875411615,15607700
2018-08-06,30.84734344482422,30.670734725309234,11904900
2018-08-07,31.05338478088379,31.430145867258833,19065600
2018-08-08,30.84734344482422,31.377162866349703,13076000
2018-08-09,30.51767921447754,30.90621439128389,12752800
2018-08-10,30.441150665283203,30.264544164867072,14630800
